2024年4月,,,,,,
編號,地震時間,經度,緯度,規模,深度,位置
小區域有感地震,2024/4/4 23:19,121.763,24.239,3.6,16.6,花蓮縣政府北北東方  31.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 23:15,121.765,24.2437,3.3,14.3,花蓮縣政府北北東方  31.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 23:02,121.76,24.2425,3.6,13.5,花蓮縣政府北北東方  31.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 23:00,121.728,24.2582,3.4,15.1,花蓮縣政府北北東方  31.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 22:59,121.734,24.2557,4,13.4,花蓮縣政府北北東方  31.5  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 22:56,121.76,24.248,4,13.7,花蓮縣政府北北東方  31.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:54,121.757,24.258,3.5,16.5,花蓮縣政府北北東方  32.7  公里 (位於花蓮縣近海)(花蓮縣近海)
126,2024/4/4 22:53,121.747,24.2563,4.2,11,花蓮縣政府北北東方  32.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:50,121.746,24.2472,3.5,13.3,花蓮縣政府北北東方  31.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:49,121.742,24.244,3.2,14.3,花蓮縣政府北北東方  30.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:49,121.751,24.242,3.3,14.1,花蓮縣政府北北東方  30.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:47,121.702,24.2858,3.5,5,花蓮縣政府北北東方  33.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 22:44,121.762,24.2382,3.6,12.4,花蓮縣政府北北東方  30.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:40,121.738,24.2508,3.3,13.9,花蓮縣政府北北東方  31.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:39,121.728,24.2215,3.5,17.8,花蓮縣政府北北東方  27.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:38,121.769,24.2302,3.3,15.8,花蓮縣政府北北東方  30.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:36,121.747,24.2362,3.7,14.4,花蓮縣政府北北東方  30.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:34,121.747,24.2323,3.3,15,花蓮縣政府北北東方  29.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:31,121.734,24.2327,3.4,16.6,花蓮縣政府北北東方  29.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:31,121.757,24.2403,3.9,13.3,花蓮縣政府北北東方  30.9  公里 (位於花蓮縣近海)(花蓮縣近海)
125,2024/4/4 22:30,121.748,24.2613,5.1,10,花蓮縣政府北北東方  32.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:27,121.673,24.0762,3.6,27.6,花蓮縣政府北北東方  10.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:09,121.62,23.9153,4.1,26.5,花蓮縣政府南方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 22:05,121.662,24.0555,4,25.9,花蓮縣政府北北東方  8.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:53,121.76,24.2962,3.2,14.6,花蓮縣政府北北東方  36.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:43,121.839,24.1772,3.7,21.8,花蓮縣政府東北方  30.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 21:35,121.699,24.172,3.6,15.8,花蓮縣政府北北東方  21.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:34,121.833,24.1783,3.8,16.2,花蓮縣政府東北方  30.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 21:24,121.659,24.127,3.7,5.8,花蓮縣政府北北東方  15.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:19,121.586,23.769,3.7,6.5,花蓮縣政府南方  24.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:17,121.674,24.2393,3.3,15.1,花蓮縣政府北北東方  28.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 21:13,121.581,23.7713,3.4,5.9,花蓮縣政府南方  24.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 21:04,121.527,23.8793,3.4,12.8,花蓮縣政府西南方  15.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 20:40,121.671,24.1157,3.7,6.7,花蓮縣政府北北東方  14.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 20:35,121.74,24.244,3.5,10.2,花蓮縣政府北北東方  30.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 20:15,121.683,24.1663,3.4,9.1,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 19:21,121.731,24.1083,4.1,4.2,花蓮縣政府東北方  17.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 19:10,121.703,24.1318,4.1,34.7,花蓮縣政府北北東方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 18:59,121.658,24.0138,4,36.4,花蓮縣政府東北東方  4.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 18:42,121.664,24.0403,3.8,26.3,花蓮縣政府東北方  7.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 18:10,121.852,24.19,4.2,19.5,花蓮縣政府東北方  32.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 18:04,121.684,24.1135,3.1,7.3,花蓮縣政府北北東方  15.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 18:01,121.692,24.1893,3.5,19.3,花蓮縣政府北北東方  23.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 17:54,121.706,24.0478,3.7,20.2,花蓮縣政府東北東方  10.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 17:46,121.783,24.2865,3.3,12.2,花蓮縣政府北北東方  36.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 17:36,121.617,23.926,3.4,24.2,花蓮縣政府南方  7.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 17:09,121.695,23.9193,3.7,25.1,花蓮縣政府東南方  11.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 16:41,121.568,23.8288,4,25.2,花蓮縣政府南南西方  18.7  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 16:06,121.695,24.1248,3.5,14.1,花蓮縣政府北北東方  16.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:59,121.761,24.229,3.4,15.6,花蓮縣政府北北東方  30.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:52,121.671,24.0535,4.2,26.4,花蓮縣政府東北方  8.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:51,121.818,24.1692,3.4,19.9,花蓮縣政府東北方  28.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 15:43,121.583,24.0028,3.5,22.7,花蓮縣政府西北西方  4.0  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024/4/4 15:32,121.679,24.239,3.3,14.1,花蓮縣政府北北東方  28.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 15:27,121.763,24.2328,4,16,花蓮縣政府北北東方  30.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:17,121.619,23.8167,4.3,36.3,花蓮縣政府南方  19.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:17,121.757,24.2493,3.6,18.7,花蓮縣政府北北東方  31.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:14,121.667,24.199,3.7,15.5,花蓮縣政府北北東方  23.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 15:06,121.627,24.0665,3.6,25.3,花蓮縣政府北方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:57,121.682,23.9672,3.8,39.5,花蓮縣政府東南東方  6.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:56,121.768,24.2283,3.3,15.8,花蓮縣政府北北東方  30.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:52,121.679,24.1873,3.5,30.2,花蓮縣政府北北東方  22.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:51,121.805,24.1612,3.3,21.5,花蓮縣政府東北方  26.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 14:44,121.826,24.1583,4.4,20.3,花蓮縣政府東北方  28.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 14:44,121.713,24.1547,3.3,13.9,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:34,121.763,24.2318,3.9,15.5,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:33,121.77,24.225,3.6,16,花蓮縣政府北北東方  30.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:18,121.669,24.0293,4,30.8,花蓮縣政府東北方  6.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 14:11,121.734,24.0512,3.5,27.7,花蓮縣政府東北東方  13.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 14:00,121.63,24.113,3.1,11.5,花蓮縣政府北方  13.6  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
小區域有感地震,2024/4/4 13:53,120.215,23.3675,3.2,8.5,嘉義縣政府西南方  12.9  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024/4/4 13:52,121.754,24.236,3.6,13.9,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 13:21,121.727,24.1192,3.4,6.9,花蓮縣政府東北方  17.9  公里 (位於花蓮縣近海)(花蓮縣近海)
124,2024/4/4 13:16,121.772,24.1835,4.4,20.6,花蓮縣政府東北方  26.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 13:08,121.662,23.9823,4.2,38,花蓮縣政府東南東方  4.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 13:02,121.701,24.2762,3,14.7,花蓮縣政府北北東方  32.6  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 13:01,121.597,24.032,3.5,27.9,花蓮縣政府北北西方  5.1  公里 (位於花蓮縣新城鄉)(花蓮縣新城鄉)
123,2024/4/4 13:00,121.747,24.1992,4.8,13,花蓮縣政府北北東方  26.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 12:56,121.51,23.7812,3.7,8.5,花蓮縣政府南南西方  25.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 12:43,121.802,24.2243,3.8,5.7,花蓮縣政府東北方  31.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 12:16,121.552,23.7782,3.8,20.1,花蓮縣政府南南西方  24.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
122,2024/4/4 12:11,121.735,24.1728,4.1,15.5,花蓮縣政府北北東方  23.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 12:11,121.71,24.2308,3.3,9.9,花蓮縣政府北北東方  28.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 11:53,121.716,24.1753,3.8,16,花蓮縣政府北北東方  22.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 11:44,121.58,23.9222,3.6,10.7,花蓮縣政府南南西方  8.6  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
小區域有感地震,2024/4/4 11:35,121.694,24.2415,3.5,15.1,花蓮縣政府北北東方  28.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 11:32,121.725,24.1622,3.4,13.6,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
121,2024/4/4 11:31,121.716,24.1677,4,16,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
120,2024/4/4 11:14,121.684,24.0262,4.4,39,花蓮縣政府東北東方  7.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 11:11,121.709,24.1927,3.7,12.7,花蓮縣政府北北東方  24.1  公里 (位於花蓮縣近海)(花蓮縣近海)
119,2024/4/4 11:10,121.721,24.2,4,12.5,花蓮縣政府北北東方  25.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 11:09,121.705,24.198,3.1,13.4,花蓮縣政府北北東方  24.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:49,121.628,23.9638,3.5,25.6,花蓮縣政府南南東方  3.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:43,121.719,24.1747,3.9,16.7,花蓮縣政府北北東方  22.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:34,121.734,24.0368,3.4,31.3,花蓮縣政府東北東方  12.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 10:33,121.696,24.1628,3.5,15.5,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:17,121.754,24.0178,4.1,23.6,花蓮縣政府東北東方  13.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 10:16,121.688,24.117,3.7,17.3,花蓮縣政府北北東方  15.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:14,120.209,23.3713,3.5,8.5,嘉義縣政府西南方  12.9  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024/4/4 10:08,121.718,24.1802,3.7,15.9,花蓮縣政府北北東方  23.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:05,121.654,24.017,4,40.5,花蓮縣政府東北方  4.5  公里 (位於花蓮縣近海)(花蓮縣近海)
118,2024/4/4 10:04,121.719,24.1845,4,12.8,花蓮縣政府北北東方  23.7  公里 (位於花蓮縣近海)(花蓮縣近海)
117,2024/4/4 10:02,121.708,24.1738,4.8,15.5,花蓮縣政府北北東方  22.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 10:01,121.697,24.1758,3.7,16.6,花蓮縣政府北北東方  21.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 09:55,121.729,24.1113,3.3,14.2,花蓮縣政府東北方  17.3  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 09:52,121.669,24.2375,3.3,11.9,花蓮縣政府北北東方  27.8  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 09:47,121.744,24.2,3.4,15,花蓮縣政府北北東方  26.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 09:43,121.771,24.306,3.4,15.5,花蓮縣政府北北東方  38.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 09:32,121.696,24.2275,3.9,27.7,花蓮縣政府北北東方  27.3  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 09:31,121.822,24.1832,4.3,22.1,花蓮縣政府東北方  29.6  公里 (位於臺灣東部海域)(臺灣東部海域)
116,2024/4/4 09:29,121.54,23.8217,4.8,7.5,花蓮縣政府南南西方  20.5  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 09:14,121.625,24.0653,4.3,14.7,花蓮縣政府北方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 08:53,121.701,24.2217,3.5,16.4,花蓮縣政府北北東方  26.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 08:43,121.497,23.8135,3.3,11,花蓮縣政府西南方  23.3  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
115,2024/4/4 08:32,121.691,24.225,4.2,16.1,花蓮縣政府北北東方  26.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 08:30,121.733,24.2097,3.5,13.6,花蓮縣政府北北東方  26.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 08:28,121.718,24.2213,3.5,11.9,花蓮縣政府北北東方  27.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 08:27,121.742,24.1958,3.3,15,花蓮縣政府北北東方  25.8  公里 (位於花蓮縣近海)(花蓮縣近海)
114,2024/4/4 08:18,121.688,24.2253,4.3,16.6,花蓮縣政府北北東方  26.9  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 07:56,121.641,24.1982,3.4,16.2,花蓮縣政府北方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 07:50,121.76,24.2145,3.2,6.4,花蓮縣政府北北東方  28.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 07:48,121.839,24.1502,3.9,21.7,花蓮縣政府東北方  28.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 07:47,121.782,24.2503,3.6,21.1,花蓮縣政府北北東方  33.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 07:47,121.745,24.2267,3.4,9.5,花蓮縣政府北北東方  29.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 07:43,121.786,24.2537,4.1,22.8,花蓮縣政府北北東方  33.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 07:23,121.668,24.182,3.7,16.5,花蓮縣政府北北東方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 07:09,121.782,24.255,3.5,14.1,花蓮縣政府北北東方  33.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 06:53,121.785,24.22,3.3,5.4,花蓮縣政府東北方  30.4  公里 (位於臺灣東部海域)(臺灣東部海域)
113,2024/4/4 06:48,121.681,24.0707,4.8,37.4,花蓮縣政府東北方  10.8  公里 (位於花蓮縣近海)(花蓮縣近海)
112,2024/4/4 06:46,121.685,23.9872,4.8,36.9,花蓮縣政府東方  6.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 06:36,121.576,23.8358,3.5,26,花蓮縣政府南南西方  17.8  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 06:32,121.708,24.116,3.9,14.5,花蓮縣政府東北方  16.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 06:26,121.81,24.1828,3.6,20.4,花蓮縣政府東北方  28.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 06:19,121.599,23.8467,4.2,34,花蓮縣政府南方  16.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 06:15,121.73,24.0178,3.7,24.5,花蓮縣政府東北東方  11.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 06:10,121.708,24.1095,3.9,32.1,花蓮縣政府東北方  15.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 05:56,121.667,24.1817,3.7,16.7,花蓮縣政府北北東方  21.6  公里 (位於花蓮縣近海)(花蓮縣近海)
111,2024/4/4 05:56,121.681,24.1968,4.8,7.9,花蓮縣政府北北東方  23.6  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 05:52,121.804,24.3125,3.1,4,花蓮縣政府北北東方  40.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 05:49,121.674,24.1687,3.8,30.5,花蓮縣政府北北東方  20.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 05:36,121.658,24.179,3.7,15.7,花蓮縣政府北北東方  21.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 05:36,121.534,23.7232,3.3,6.1,花蓮縣政府南南西方  30.9  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2024/4/4 05:26,121.744,23.9787,3.8,26.3,花蓮縣政府東方  12.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 05:20,121.859,24.5222,3.5,10.5,宜蘭縣政府南南東方  25.1  公里 (位於宜蘭縣近海)(宜蘭縣近海)
110,2024/4/4 05:19,121.779,24.1578,4,16.6,花蓮縣政府東北方  24.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 05:12,121.631,24.0078,3.6,29.2,花蓮縣政府北北東方  2.2  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024/4/4 04:58,121.63,23.9285,3.5,32,花蓮縣政府南方  7.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 04:51,121.781,24.0965,3.6,25.8,花蓮縣政府東北東方  20.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 04:47,121.715,24.2187,3.7,15.1,花蓮縣政府北北東方  27.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 04:30,121.666,24.1735,3.8,15.3,花蓮縣政府北北東方  20.8  公里 (位於花蓮縣近海)(花蓮縣近海)
109,2024/4/4 04:29,121.823,24.2567,4.7,9,花蓮縣政府東北方  36.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 04:28,121.655,24.1873,3.8,13.6,花蓮縣政府北方  22.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 04:28,121.653,24.1967,3.7,14.9,花蓮縣政府北方  23.0  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
108,2024/4/4 04:26,121.69,24.2463,4.3,23.6,花蓮縣政府北北東方  29.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2024/4/4 04:25,121.834,24.1755,3.9,5,花蓮縣政府東北方  29.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 04:16,121.826,24.1548,4,21,花蓮縣政府東北方  27.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 04:10,121.847,24.1505,3.9,21.8,花蓮縣政府東北方  29.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 04:04,121.757,24.2553,3.5,12.7,花蓮縣政府北北東方  32.4  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 04:03,121.889,23.7787,4,8.7,花蓮縣政府東南方  36.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 04:01,121.701,24.0457,3.7,29.1,花蓮縣政府東北方  10.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:54,121.667,24.1482,3.9,5,花蓮縣政府北北東方  18.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:49,121.612,23.962,3.5,22,花蓮縣政府南南西方  3.3  公里 (位於花蓮縣近海)(花蓮縣近海)
107,2024/4/4 03:46,121.766,23.816,4.9,6,花蓮縣政府東南方  24.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 03:35,121.627,24.0123,4.2,41.2,花蓮縣政府北北東方  2.5  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024/4/4 03:35,121.635,23.9608,4.1,29.5,花蓮縣政府南南東方  3.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:33,121.621,23.954,3.9,23.9,花蓮縣政府南方  4.1  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:27,121.715,24.1332,3.6,16.7,花蓮縣政府東北方  18.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:19,121.693,24.106,3.7,16.9,花蓮縣政府北北東方  14.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 03:15,121.727,24.2647,3.6,13.1,花蓮縣政府北北東方  32.2  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
106,2024/4/4 03:07,121.74,23.9127,4.5,26.9,花蓮縣政府東南東方  15.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024/4/4 03:04,121.751,24.2382,3.4,11.5,花蓮縣政府北北東方  30.4  公里 (位於花蓮縣近海)(花蓮縣近海)
105,2024/4/4 02:55,121.674,24.169,4.1,17.1,花蓮縣政府北北東方  20.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 02:52,121.633,24.0423,3.6,13.9,花蓮縣政府北北東方  5.8  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 02:45,121.521,23.8605,3.8,8.7,花蓮縣政府西南方  17.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024/4/4 02:38,121.761,24.2525,3.5,13.7,花蓮縣政府北北東方  32.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 02:35,121.66,24.0725,3.7,8,花蓮縣政府北北東方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024/4/4 02:32,121.771,23.8165,4.2,16.4,花蓮縣政府東南方  24.7  公里 (位於臺灣東部海域)(臺灣東部海域)
